X,Y,objectid,globalid,business_name,address_help_your_customer_find,phone_number_to_place_an_order,business_website,are_you_open_for,provide_details_for_you_busines,CreationDate,EditDate
-122.3168974,47.60952655,1405,53c058d3-135d-43d4-8f4b-30df29aab02b,Batch Baking Company,808 12th Avenue,(206)822-6308,http://www.batchbakingco.com,"takeout,curbside,delivery","A Seattle dessert bakery with a focus on cookies and dessert pastries, open Thursday through Sunday, 11AM - 5 PM. Email: info@batchbakingco.com",2020/04/14 13:49:52.296+00,2020/04/30 14:45:27.278+00
-122.3411483,47.60613415,1406,b0db59cd-9a67-40b5-80e5-82f4450e7f1f,Salmon Cooker,"1301 Alaskan Way, Seattle, WA 98101", 206-602-1811,https://www.facebook.com/minerslandingpier57/photos/a.472879502725738/3301236889889971/?type=3&theater,"takeout,third_party_delivery_service",Orders and payment are processed over the phone at 206-602-1811 and reduced contact pickup is offered at the counter.,2020/04/14 16:38:20.105+00,2020/04/14 16:38:20.105+00
-122.3417491,47.60607628,1407,2ae8eb39-45ab-4430-8b93-1bc9314375fe,Alaskan Sourdough Bakery,"1301 Alaskan Way, Seattle, WA 98101",(206) 838-5313,https://www.facebook.com/pg/minerslandingpier57/posts/,"takeout,third_party_delivery_service",,2020/04/14 16:43:04.716+00,2020/04/14 16:43:04.716+00
-122.2385602,47.58713621,1409,cc7424cb-59a1-4f96-881e-4a1b4b024115,Mioposto,"2601 76th Ave SE Mercer Island, WA 98040-2624",206-588-2743,https://www.miopostopizza.com/mercerisland,"takeout,delivery,third_party_delivery_service","Order online (don't forget to tip). Upon arrival, call and your order will be brought to your car. 

Daily: 11:30am to 8pm",2020/04/14 18:48:17.120+00,2020/04/14 18:48:17.120+00
-122.2369228,47.58707154,1410,e19bb5ff-2f64-4aa3-84a2-415496a87fba,Starbucks,"7620 SE 27th St Mercer Island, WA 98040",(206) 275-3115,https://www.starbucks.com/store-locator/store/12517/se-27th-76th-mercer-island-7620-se-27th-st-mercer-island-wa-980402805-us,takeout,"Drive thru and mobile order pick-up only

Daily: 5am- 8pm",2020/04/14 18:50:14.215+00,2020/04/14 18:50:14.215+00
-122.2380047,47.58648079,1411,c7ce01b7-4438-45af-85d7-cfcccfb12bdc,Oh Chocolate,"2703 76th Ave SE Mercer Island, WA 98040",206 232 4974,https://www.ohchocolate.com/,"takeout,curbside","Drive up / curbside service available! For curbside service, call from Wednesday to Saturday, between 12 and 5pm.

Wed-Sat: 12pm-5pm
Closed: Sun-Tue",2020/04/14 18:52:34.809+00,2020/04/14 18:52:34.809+00
-122.2371323,47.58658052,1412,4e07ee1b-a169-4740-8069-b89e6999cad1,Island Treats,"7605 SE 27th St #106 Mercer Island, WA 98040",(206) 778-7185,http://mercerisland.relish.com/www.islandtreatsnw.com,"takeout,curbside,delivery","Carry out and curbside available. Free delivery within Mercer Island.

Sun-Mon: Closed
Tue-Sat: 10am-6pm",2020/04/14 18:54:41.076+00,2020/04/14 18:54:41.076+00
-122.2368909,47.5865769,1413,867a4140-e4fe-428a-8ac9-8d909a038fa8,Barrels,"7605 SE 27th St #107 Mercer Island, WA 98040",(206) 268-0588,https://barrelswinebar.com/,"curbside,delivery","No carryout. Curbside or delivery only. Payment over phone. Call when you arrive. 
Sun: Closed
Mon-Fri: 3pm-6pm",2020/04/14 18:56:38.154+00,2020/04/14 18:56:38.154+00
-122.2366817,47.58659499,1414,209bf54c-367b-4bda-8ef1-217099c79e02,Sano Cafe,"7605 SE 27th St Ste 111 Mercer Island, WA 98040-2862",206-420-1663,https://www.toasttab.com/sano-cafe/v3#!/,"takeout,delivery,third_party_delivery_service","Order online (don't forget to tip). Upon arrival, call and your order will be brought to your car.
Sun: Closed
M-Sat: 8am-3pm",2020/04/14 19:01:10.031+00,2020/04/14 19:01:10.031+00
-122.2344068,47.58689529,1415,0eac7540-5670-48a8-8cce-02a8a161f7f7,Mo's Pizza,"2630 77th Ave SE Ste 112 Mercer Island, WA 98040-3085",206-236-6000,http://eatmopizza.com/zgrid/proc/site/sitep.jsp,"takeout,delivery,third_party_delivery_service","Call in your order (don't forget tip) and then when you pick up, you must go in.
Daily: 12pm-8:30pm",2020/04/14 19:33:17.558+00,2020/04/14 19:33:17.558+00
-122.2341828,47.58695476,1416,2b5d19d3-3a8b-435e-85cd-8228ba29570a,Menchie's Frozen Yogurt,"7785 Sunset Hwy Ste 116 Mercer Island, WA 98040-4061",(206) 232-2545,https://www.menchies.com/yogurt-shop-our-locations,takeout,Daily: 12pm-10pm,2020/04/14 19:35:10.404+00,2020/04/14 19:35:10.404+00
-122.2339706,47.5861771,1417,f095b484-eb0e-40a7-80cd-cd56bc6209cf,Sushi Joa Restaurant,"2717 78th Ave SE Mercer Island, WA 98040-2816",206-230-4120,https://www.sushijoa.com/,"takeout,delivery,third_party_delivery_service"," Order online (don't forget to tip). Upon arrival, call and your order will be brought to your car.
Sun: Closed
M-Sat: 12pm-8pm",2020/04/14 19:37:57.829+00,2020/04/15 21:02:53.278+00
-122.2331722,47.58563999,1418,6f783936-9e37-4740-8251-bf0690814ef9,Einstein Bagels - Mercer Island,"7808 SE 28th St Ste 124 Mercer Island, WA 98040",(206) 232-8539,https://locations.einsteinbros.com/index.html?q=Mercer+Island%2C+Washington%2C+United+States,"takeout,curbside,delivery,third_party_delivery_service","Sun: 7am-12pm
Mon-Fri: 6am-12pm
Sat: 7am-12pm",2020/04/14 19:42:59.643+00,2020/04/29 18:06:53.248+00
-122.01867,47.542617,1419,9c0f850e-db60-409c-85ba-232efe68b44e,Bai Tong,"1520 Highlands Dr NE, Issaquah, Washington, 98029",(425) 394-4473,https://www.baitongrestaurant.com/,delivery,Thai cuisine,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.1417117,47.63182205,1420,6c617530-f231-407d-a76c-3e15aaceaed9,Bai Tong,"14804 NE 24th St, Redmond, Washington, 98052",(425) 747-8424,http://www.baitongrestaurant.com/,"takeout,delivery",Thai cuisine,2020/04/14 21:28:41.573+00,2020/04/16 00:17:25.186+00
-122.191255,47.61846636,1421,75824c0c-1d77-4ed8-aac5-6c786b47bba4,French Bakery - Bellevue,"909 112th Ave NE, Bellevue, Washington, 98004",(425) 590-9640,http://www.thefrenchbakery.com/,takeout,Bakery cuisine,2020/04/14 21:28:41.573+00,2020/04/30 15:00:01.021+00
-122.1209505,47.670102,1422,f3d4feb3-6e9d-43b9-abe3-0cf98ffdb0b3,French Bakery - Redmond,"7330 164th Ave NE, Redmond, Washington, 98052",(425) 522-4931,http://www.thefrenchbakery.com/,takeout,Bakery cuisine,2020/04/14 21:28:41.573+00,2020/04/30 14:59:43.579+00
-122.1682984,47.71064682,1423,e5073142-2bba-4358-9589-78821561d73a,Hollywood Baked Goods,"12815 NE 124th St, Kirkland, Washington, 98034",(425) 999-3544,,"takeout,delivery",Bakery cuisine,2020/04/14 21:28:41.573+00,2020/04/16 02:33:11.168+00
-122.1987043,47.61528306,1424,d321bdc2-89c7-4ef0-86a2-cd76169b3f24,Homegrown - Bellevue,"550 106th Ave NE, Bellevue, Washington, 98004",,http://www.eathomegrown.com/menu,takeout,Fast Casual cuisine,2020/04/14 21:28:41.573+00,2020/04/16 01:27:21.882+00
-122.123304,47.673594,1425,07324eb2-b595-4503-b8da-10e85ec7b62b,Homegrown - Redmond,"7841 Leary Way NE, Redmond, Washington, 98052",(425) 440-3999,http://www.eathomegrown.com/,"takeout,delivery",Fast Casual cuisine,2020/04/14 21:28:41.573+00,2020/04/16 00:33:40.440+00
-122.2056184,47.67543266,1426,8034fe32-9f0d-4d19-a1aa-dc4a3cba9c59,Just Poké Kirkland,"117 Kirkland Ave, Kirkland, Washington, 98033",(425) 658-3387,https://justpoke.com,"takeout,delivery",Japanese cuisine,2020/04/14 21:28:41.573+00,2020/04/30 19:49:07.953+00
-122.1217522,47.66987587,1427,a96578b6-74ed-42f1-8ef0-c32b7200827a,Just Poké Redmond,"7345 164th Ave NE, Redmond, Washington, 98052",(425) 242-0889,https://justpoke.com/,"takeout,delivery",Japanese cuisine,2020/04/14 21:28:41.573+00,2020/04/30 19:49:22.669+00
-122.2018756,47.61702381,1428,a2451c1a-ddf7-4bd4-88bd-0f318b9bfc75,Kizuki Ramen & Izakaya - Bellevue Square,"575 Bellevue Way NE Space 252 Bellevue, Washington, 98004",(425) 243-7527,https://www.kizuki.com/,"takeout,delivery",Japanese cuisine,2020/04/14 21:28:41.573+00,2020/04/30 19:55:16.218+00
-122.141682,47.60981651,1429,dda519e6-0293-44a2-8af7-0541b2c16101,Kizuki Ramen & Izakaya - Bellevue,"14845 Main St, Bellevue, Washington, 98007",(425) 777-7048,http://www.kizuki.com,"takeout,delivery",Japanese cuisine,2020/04/14 21:28:41.573+00,2020/04/30 19:51:12.607+00
-122.055588,47.544021,1430,5e75f659-e665-4ee5-99ba-0d5a8e1b0e24,Madras Dosa Corner,"1175 NW Gilman Blvd, Issaquah, Washington, 98027",(425) 961-6196,http://Madrasdosacorner.com,"takeout,curbside,delivery",Indian cuisine,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.1231285,47.681721,1431,5db57745-bf84-4b60-8140-50c1bf563e9d,MOD Pizza - Redmond,"8900 161st Ave NE, Redmond, Washington, 98052",(425) 497-5104,http://www.modpizza.com/,takeout,Pizza cuisine,2020/04/14 21:28:41.573+00,2020/04/21 18:00:28.228+00
-122.2019476,47.61334929,1432,b5b2144c-09c3-4b27-b0fc-a6d17d3409dc,MOD Pizza - Bellevue,"317 Bellevue Way NE, Bellevue, Washington, 98004",(425) 455-0141,http://modpizza.com,"takeout,curbside,delivery",Pizza cuisine,2020/04/14 21:28:41.573+00,2020/04/16 15:48:01.026+00
-122.1504411,47.62765262,1433,924007c3-976b-4255-ab22-760c31a309d1,MOD Pizza - Bellevue,"14309 NE 20th St, Bellevue, Washington, 98007",(425) 214-9903,http://Modpizza.com,"takeout,curbside,delivery",Pizza cuisine,2020/04/14 21:28:41.573+00,2020/04/16 00:14:57.841+00
-122.0186788,47.54315292,1434,fde3e415-f560-467e-ae11-f672f074b397,MOD Pizza - Issaquah,"1568 Highlands Dr NE, Issaquah, Washington, 98029",(425) 313-4663,https://modpizza.com/locations/issaquah/,"takeout,curbside,delivery",Pizza cuisine,2020/04/14 21:28:41.573+00,2020/04/15 23:12:32.639+00
-122.0334879,47.61625387,1435,2f40c1bf-371d-427c-a650-1ef318f4b966,MOD Pizza - Sammamish,"22833 NE 8th St, Sammamish, Washington, 98074",(425) 836-7345,https://modpizza.com/locations/sammamish/,"takeout,curbside,delivery",Pizza cuisine,2020/04/14 21:28:41.573+00,2020/04/21 18:00:21.591+00
-122.1300651,47.67691668,1436,ca4b5376-704a-4d4d-89cd-fec787514450,Ooba Tooba's Mex Grill,"15802 NE 83rd St, Redmond, Washington, 98052",(425) 702-1694,http://www.oobatooba.com/,"takeout,delivery",Mexican cuisine,2020/04/14 21:28:41.573+00,2020/04/16 00:40:22.460+00
-122.1682612,47.57605384,1437,f941d8dc-c477-4aff-a79f-e62116c9d6c9,Ooba Tooba's Mex Grill,"12821 SE 38th St, Bellevue, Washington, 98006",(425) 649-6622,http://oobatooba.com,"takeout,delivery",Mexican cuisine,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.1206112,47.67023363,1438,f3b5385d-fd49-46aa-8910-b9ff824e64b9,Pinkabella Cupcakes,"16481 NE 74th St, Redmond, Washington, 98052",,http://www.pinkabellacupcakes.com/,"takeout,delivery",Dessert cuisine,2020/04/14 21:28:41.573+00,2020/04/16 14:46:40.544+00
-122.0180683,47.54337702,1439,e5ef3017-b13d-4a97-928a-58fec4621d39,Pinkabella Cupcakes,"936 NE Park Dr, Issaquah, Washington, 98029",(425) 392-0287,http://www.pinkabellacupcakesissaquah.com,delivery,Dessert cuisine,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.1979502,47.61408089,1440,864dd7c2-786e-405c-8a24-990c6f68d15f,Potbelly Sandwich Shop,"10650 NE 4th St, Bellevue, Washington, 98004",(425) 214-0099,http://www.potbelly.com/Shops/ShopLocator.aspx?PotbellyShopId=247,takeout,Fast Casual cuisine,2020/04/14 21:28:41.573+00,2020/04/15 23:55:06.713+00
-122.0497587,47.54245882,1441,175ede72-ffe7-4126-a473-6186ff607828,Potbelly Sandwich Shop,"755 NW Gilman Blvd, Issaquah, Washington, 98027",(425)394-5265,http://potbelly.com,"takeout,delivery",Sandwiches cuisine,2020/04/14 21:28:41.573+00,2020/04/16 02:54:13.134+00
-122.1143175,47.670174,1442,119cad75-398e-44ad-a5df-d6fbcabcef6b,Red Robin - Redmond,"7597 170th Ave NE, Redmond, Washington, 98052",(425) 895-1870,http://www.redrobin.com/,"takeout,delivery",American cuisine,2020/04/14 21:28:41.573+00,2020/04/26 22:36:15.940+00
-122.053473,47.549151,1443,b9a170ed-1406-40d0-9313-e4a41222e577,Red Robin - Issaquah,"1085 Lake Dr, Issaquah, Washington, 98027",(425)313-0950,http://redrobin.com,"takeout,curbside,delivery",American cuisine,2020/04/14 21:28:41.573+00,2020/04/26 22:34:51.635+00
-122.2062692,47.67626467,1444,eea26afb-b211-4e60-9ede-cdadcf6f91ae,Ristorante Paradiso ,"120 Park Ln, Kirkland, Washington, 98033",(425) 889-8601,http://Www.ristoranteparadiso.com,"takeout,curbside,delivery",Italian cuisine,2020/04/14 21:28:41.573+00,2020/05/11 16:43:29.687+00
-122.0199255,47.543112,1445,4a6a7844-8e8d-42b2-bd29-eaf746073343,Starbucks,"903 NE Park Dr, Issaquah, Washington, 98029",(425)391-8270,https://www.starbucks.com/store-locator/store/1005562/issaquah-highlands-issaquah-903-ne-park-drive-issaquah-wa-980297424-us,"takeout,curbside",Coffee cuisine,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.1958955,47.66618042,1446,23d55d92-3c4c-4e34-9380-ec09340ffbd3,Tacos el Güero ,"6700 108th Ave NE, Kirkland, Washington, 98033",(206) 599-9216,http://Www.kirklandtacos.com ,"takeout,delivery",Mexican cuisine,2020/04/14 21:28:41.573+00,2020/04/16 01:20:16.012+00
-122.2118162,47.70576119,1448,a33dc0b8-d28b-46c7-a9a6-bce3ea7b2855,Top Pot Doughnuts - Kirkland,"11701 97th Ln NE, Kirkland, Washington, 98034",(425) 307-1540,https://www.toppotdoughnuts.com,"takeout,delivery",Coffee cuisine,2020/04/14 21:28:41.573+00,2020/04/16 01:02:49+00
-122.1267493,47.67429336,1449,8e892632-c4f2-452c-a63e-b3bb178e83d7,Top Pot Doughnuts - Redmond,"16015 Cleveland St, Redmond, Washington, 98052",(425) 250-3510,http://www.toppotdoughnuts.com/index.html,"takeout,delivery",Coffee cuisine,2020/04/14 21:28:41.573+00,2020/04/16 00:37:48.441+00
-122.0580648,47.54326055,1450,757e61bd-2f0b-410e-9d4f-826dcaab71a9,Top Pot Doughnuts - Issaquah,"1235 NW Maple St, Issaquah, Washington, 98027",(425)270-6161,http://toppotdoughnuts.com,takeout,Doughnuts cuisine,2020/04/14 21:28:41.573+00,2020/04/16 01:52:21.149+00
-122.1290235,47.618046,1451,05a76a2e-1a5f-443e-b81a-876e615d7552,Tutta Bella Neapolitan Pizzeria - Bellevue,"15600 NE 8th St, Bellevue, Washington, 98008",(425) 502-7402,http://tuttabella.com,"takeout,delivery",Pizza cuisine,2020/04/14 21:28:41.573+00,2020/04/26 22:51:39.138+00
-122.0476722,47.54294534,1452,7634a216-4a3e-4e8e-b491-64cc069d1e3d,Tutta Bella Neapolitan Pizzeria - Issaquah,"715 NW Gilman Blvd, Issaquah, Washington, 98027",(425)391-6838,http://tuttabella.com,"takeout,curbside,delivery",Pizza cuisine,2020/04/14 21:28:41.573+00,2020/04/26 22:52:00.843+00
-122.204194,47.61907522,1453,3fd3d2d9-6ce6-41c6-bf28-4d9236d7b164,Zeeks Pizza - Bellevue,"10201 NE 10th St, Bellevue, Washington, 98004",(425) 893-8646,http://www.zeekspizza.com/,"takeout,delivery",Pizza cuisine,2020/04/14 21:28:41.573+00,2020/05/27 15:31:25.795+00
-121.9971642,47.54757757,1454,4663fc7e-2346-4673-b5ac-e53a733425d5,Zeeks Pizza - Issaquah,"2525 NE Park Dr, Issaquah, Washington, 98029",(425) 893-8646,https://zeekspizza.com/menu/,"takeout,curbside,delivery",Pizza cuisine,2020/04/14 21:28:41.573+00,2020/05/27 15:31:20.455+00
-122.0503991,47.54330541,1455,306098da-6aa5-4250-8037-476899062064,12th Ave Cafe,"775 NW Gilman Blvd, Issaquah, Washington, 98027",(425) 392-5975,http://www.12thavenuecafe.com,"takeout,delivery",American cuisine.,2020/04/14 21:28:41.573+00,2020/04/28 17:35:10.241+00
-122.1849514,47.62028577,1456,f8c7e734-59ab-485f-b3b1-2eb43ef50c98,3 Pigs BBQ,"1048 116th Ave NE, Bellevue, Washington, 98004",425-453-0888,http://www.3pigsbarbq.com,"takeout,curbside,delivery",Barbecue cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 00:07:54.192+00
-122.197914,47.444373,1457,66f581b4-3829-4896-ab16-31f5e98aae49,5 Hermanos,"10707 SE Carr Rd, Renton, Washington, 98055",(206) 419-4646,http://www.5hermanosrestaurant.com/,"takeout,delivery",Mexican cuisine.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.2043945,47.61023052,1458,b526573f-f945-4b03-a864-ed95ec1573aa,520 Bar & Grill,"10146 Main St, Bellevue, Washington, 98004",(425) 450-0520,http://www.520barandgrill.com/,"takeout,curbside",American cuisine. All wine available for takeout.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.1126645,47.67307199,1459,2ecae433-2a82-447f-8a09-1179642d3d8c,65 Café,"17026 Avondale Way NE, Redmond, Washington, 98052",(425) 658-7890,http://www.thai65cafe.com/,"takeout,delivery",Thai cuisine. Open Monday-Saturday from 11am - 9pm,2020/04/14 21:28:41.573+00,2020/04/22 03:35:22.410+00
-122.2076809,47.6766334,1460,43b8c3d4-b7da-43df-bb97-238616a0a392,A Bite of Sichuan,"110 Central Way, Kirkland, Washington, 98033",(425)828-8668,,"takeout,curbside,delivery",Chinese cuisine. A bite of Sichuan provides authentic Chinese food.,2020/04/14 21:28:41.573+00,2020/04/16 01:08:57.697+00
-122.1985494,47.67916501,1461,8c7d76c6-6b44-41a2-81f0-742d4c0d1b01,Acropolis Pizza and Pasta,"500 Central Way, Kirkland, Washington, 98033",(425) 827-2727,http://www.Acropolispizzapasta.com,"takeout,curbside,delivery",Mediterranean cuisine. We are partnered with Uber Eats,2020/04/14 21:28:41.573+00,2020/04/16 01:16:48.815+00
-122.0151656,47.54381917,1462,842c7386-6933-4037-a9ca-0a512cfe58af,Agave Cocina & Tequila - Issaquah Highlands,"1048 NE Park Dr, Issaquah, Washington, 98029",(425) 369-8900,https://agavecocina.com/,"takeout,curbside,delivery",Mexican cuisine. 12pm - 7:30pm / Kids eat free,2020/04/14 21:28:41.573+00,2020/05/11 16:43:47.062+00
-122.1116648,47.67164407,1463,f8bc1874-245a-4140-baa4-8048e928632e,Agave Cocina and Cantina,"17158 Redmond Way, Redmond, Washington, 98052",(425) 881-8252,http://agaverest.com/,takeout,Mexican cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 00:24:18.087+00
-122.0149349,47.54396876,1464,50f734c3-b3ad-411d-a9eb-083d96ef7a07,Aji Sushi,"1052 NE Park Dr, Issaquah, Washington, 98029",(425) 369-8445,http://www.ajisushiissaquah.com,"takeout,curbside",Japanese cuisine. 4pm - 8pm,2020/04/14 21:28:41.573+00,2020/04/16 01:41:33.302+00
-122.2068448,47.67563343,1465,aa98b420-00fd-4d3a-ad8e-f8dcd9021464,Alanya Cafe,"1 Lake St, Kirkland, Washington, 98033",(425)739-4747,,"takeout,curbside,delivery",Mediterranean cuisine. We make Everything from scratch.  Alanyacafe@outlook.com ,2020/04/14 21:28:41.573+00,2020/04/16 01:11:04.946+00
-122.220522,47.441547,1466,dc2805e5-e674-4634-b78e-1998a0036957,Aloha Grill,"210 SW 43rd St, Renton, Washington, 98057",(425) 970-4599,http://www.alohagrillrenton.com/,"takeout,delivery",Hawaiian cuisine. Open for lunch only,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.2080799,47.76147644,1467,786bcb1e-7264-4fc3-ac5d-53a4239c36a9,Amaro Bistro,"18333 Bothell Way NE, Bothell, Washington, 98011",(425) 485-2300,http://amarorestaurant.com/,"takeout,delivery","American cuisine. All food 15% off, all wine to go 50% off.",2020/04/14 21:28:41.573+00,2020/04/16 00:58:17.319+00
-122.1929055,47.618982,1468,f5541839-9a93-4f0d-aaf1-53eb07089c89,Andiamo Ristorante,"938 110th Ave NE, Ste 1, Bellevue, Washington, 98004",(425) 452 9602,http://www.andiamobellevue.com,"takeout,curbside,delivery","Italian cuisine. Open for now Tuesday to Saturday, 4:30 to 8:00, special take out menu available",2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.1666216,47.62698282,1469,48a3a526-44e7-462a-b1c4-4118913dce56,Angelo's of Bellevue,"1830 130th Ave NE, Bellevue, Washington, 98005",(425) 883-2777,https://www.angelosofbellevue.com/,takeout,Italian cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 00:10:52.310+00
-122.167186,47.48818818,1470,b64a44ef-04ed-468a-a019-c3d1e4399723,Angelo's Pizza & Pasta House,"3809 NE 4th St, Renton, Washington, 98056",(425) 228-7415,http://www.angelosinrenton.net/,"takeout,delivery",Pizza cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 02:34:21.260+00
-122.2031666,47.6102099,1471,48712ee7-bff2-41a6-96ea-bbf21214d3dd,Araya's Place,"10246 Main St, Bellevue, Washington, 98004",(425) 454-2440,http://www.arayasplace.com/,"takeout,curbside,delivery","Thai cuisine. 15% off your order, and complimentary soup, salad, and spring rolls during lunch.",2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.2007286,47.61413807,1472,9be83faf-13fe-47b5-b4e9-2e405f54462f,Ascend Prime Steak & Sushi,"10400 NE 4th St, Bellevue, Washington, 98004",(425) 625-2080,http://www.ascendprime.com/,takeout,Steakhouse cuisine. Chef-driven recipe kits available for pickup.,2020/04/14 21:28:41.573+00,2020/04/16 01:27:53.741+00
-122.1963612,47.61065543,1473,2a21af69-6261-4801-beea-4106604276b4,Bambu Bellevue,"111 108th Ave NE, Bellevue, Washington, 98004",425-818-1993,https://www.facebook.com/EastsideBambu/,"takeout,delivery","Dessert. Clean, friendly staff, locally owned, CHE, Milk Teas, Pandan-Taro Waffles, Smoothies, Yogurts. ",2020/04/14 21:28:41.573+00,2020/04/16 02:25:49.220+00
-122.1305827,47.66937086,1474,12fddcf3-3cef-4512-b536-9a93db4f49cb,Bangkok Basil,"7297 W Lake Sammamish Pkwy NE, Redmond, Washington, 98052",(425) 702-9761,http://www.bangkok-basil.com/,takeout,Thai cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 15:19:34.195+00
-122.191587,47.766375,1475,53f1038b-1416-4495-8902-8c804be5d129,Beardslee Public House and Brewery,"19116 Beardslee Blvd, Bothell, Washington, 98011",(425) 286-1001,http://www.beardsleeph.com,"takeout,curbside,delivery",American cuisine. Curbside Butcher - boxed variety of fresh meats to stock up (enough for 4 people for a week).,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.1996456,47.6099553,1476,2075fbc8-61e5-44e0-b64b-57e50a3db2f6,Bellden Café,"10527 Main St, Bellevue, Washington, 98004",(425) 698-1597,http://www.belldencafe.com/,"takeout,curbside",Coffee. Online orders get 15% off with code teambellden,2020/04/14 21:28:41.573+00,2020/04/15 23:52:07.457+00
-122.2021731,47.61006034,1477,c89a96c0-9815-4ef7-aa9f-1ea32c9d9308,Belle Pastry,"10373 Main St, Bellevue, Washington, 98004",(425) 289-0015,https://www.bellepastry.com,takeout,Bakery cuisine.,2020/04/14 21:28:41.573+00,2020/04/15 23:51:13.918+00
-122.1661558,47.62656551,1478,34906f39-82ce-4e5e-9fdd-5ef11d23fce1,Bellevue Brewing Company,"1820 130th Ave NE, Bellevue, Washington, 98005",(425) 497-8686,http://www.bellevuebrewing.com,takeout,Pub cuisine. 3 p.m. - 6 p.m.  Drink orders only.  No food.,2020/04/14 21:28:41.573+00,2020/04/16 00:10:23.161+00
-122.1434768,47.61030062,1479,d137ce34-0122-4c04-8357-48d79d178400,Best Wok,"19 148th Ave NE, Bellevue, Washington, 98007",425-747-7031,https://www.bestwokchineserestaurant.com,"takeout,curbside,delivery",Chinese cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 15:50:10.150+00
-122.0192325,47.543562,1480,fa4f77b3-e86c-4db0-9c56-a82efad75732,BevMo,"910 NE Park Dr, Issaquah, Washington, 98029",(425) 654-2905,https://www.bevmo.com/stores/issaquah-wa/,"takeout,curbside",Beverages.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.2022148,47.62022621,1481,a000baa3-d2f6-4e7e-a9d9-73b002c573a4,Bhojan Xpress,"1105 Bellevue Way NE, Bellevue, Washington, 98004",(425) 455-0807,https://bhojanxpress.com/,"takeout,curbside,delivery",Indian cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 00:02:22.619+00
-122.074164,47.579544,1482,588f61e9-f5b7-4c76-a273-dd494f21371f,Big Block Brewery,"3310 E Lake Sammamish Pkwy SE, Sammamish, Washington, 98075",(425) 270-3757,http://www.bigblockbrewery.com,"takeout,curbside","Brewery. Hours= Tue-Thurs: 3pm-6pm, Fri-Sun: 12pm-5pm",2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.218029,47.481345,1483,5e963589-83e9-4f58-a68d-005e5023a035,Big Island Poke,"235 Rainier Ave S, Renton, Washington, 98057",(425) 291-7094,https://www.facebook.com/bigislandpoke/,"delivery,third_party_delivery_service",Hawaiian cuisine.,2020/04/14 21:28:41.573+00,2020/04/27 03:21:27.362+00
-122.204007,47.616759,1484,d239be92-dc44-4101-9fd8-12283ff96db4,Bird Pepper Thai Kitchen,"563 Bellevue Sq, Bellevue, Washington, 98004",,https://thaikitchenbirdpepper.com/,"takeout,delivery",Thai cuisine.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.2039401,47.61006218,1485,620cc033-3361-42eb-80ee-81850af46f91,Bis on Main,"10213 Main St, Bellevue, Washington, 98004",(425) 455-2033,http://bisonmain.com/,"takeout,curbside",American cuisine.,2020/04/14 21:28:41.573+00,2020/04/15 23:50:02.749+00
-122.119812,47.668779,1486,41330173-624d-4aab-8a6c-9d62a6c9d6c0,BJ's Restaurant & Brewhouse - Redmond,"7211 166th Ave NE, Redmond, Washington, 98052",(425) 376-1560,http://www.bjsrestaurants.com/,"takeout,delivery",American cuisine.,2020/04/14 21:28:41.573+00,2020/04/22 13:33:28.044+00
-122.196573,47.43054,1487,b8da7911-424e-4951-b3a0-619e75b955ce,Black Bear Coffee Company - Renton,"19044 108th Ave SE, Renton, Washington, 98055",(425) 264-5081,https://www.facebook.com/blackbearcoffeecompany/,takeout,Coffee.,2020/04/14 21:28:41.573+00,2020/04/22 22:08:25.618+00
-122.1444994,47.68543429,1488,7683385c-1860-4269-b3a0-8d513595b4d0,Black Raven Brewing,"14679 NE 95th St, Redmond, Washington, 98052",(425) 881-3020,http://www.blackravenbrewing.com/,takeout,Brewery. Growler fills and beer available to-go.,2020/04/14 21:28:41.573+00,2020/04/16 00:44:26.975+00
